Id,SalePrice
1461,121456.37642334272
1462,152784.0883237018
1463,181106.09294467664
1464,206272.70587086465
1465,187164.50208376776
1466,169017.17761604386
1467,188555.56581368734
1468,164742.6419938406
1469,187246.60769455862
1470,122266.68228478917
1471,182670.6690269315
1472,105064.62684971267
1473,99847.65924256961
1474,150867.73703791577
1475,117793.65283796523
1476,335199.81109099876
1477,247003.90926942462
1478,276125.71158892295
1479,265232.1900612339
1480,504115.28585159674
1481,315802.5549261182
1482,216916.2067034011
1483,175861.20617442508
1484,167046.15038338123
1485,193961.68224953982
1486,192186.91495548232
1487,334626.21817919175
1488,236933.5335266702
1489,182915.3112761733
1490,240607.30350068895
1491,188091.30412119094
1492,89465.31244434632
1493,189665.2245709327
1494,277481.0066848663
1495,283982.75851492403
1496,245186.9956278041
1497,179394.90775691997
1498,174761.87005359106
1499,166167.9291897372
1500,156425.67872490548
1501,172532.26155135434
1502,156184.3637434529
1503,281988.5200951488
1504,241215.69589253402
1505,230180.27903150138
1506,191456.68904450088
1507,263639.37292301346
1508,203532.92791432288
1509,155753.8149561885
1510,140696.60842100118
1511,152510.30978504056
1512,172489.7336079758
1513,146502.17202947775
1514,172324.91294577837
1515,187094.91050448964
1516,155326.78336344167
1517,171273.66260765857
1518,137387.60954571754
1519,220405.8607116325
1520,127269.15534427724
1521,129155.66105721591
1522,171484.01269137475
1523,112883.9425160313
1524,114390.06384700374
1525,120972.3136843181
1526,109171.11104640596
1527,107791.5821284874
1528,140284.4984301351
1529,148335.92390507803
1530,206480.21381607006
1531,110629.28898765307
1532,98522.61710165339
1533,144831.93189735623
1534,125072.32039516135
1535,138417.0715124723
1536,109146.243924775
1537,61429.237442588776
1538,147921.43580954248
1539,181483.76835298527
1540,90650.4440381323
1541,132401.4966146909
1542,140202.2905647741
1543,182062.18065255144
1544,87692.18081794275
1545,116842.40528043467
1546,138882.5589139716
1547,133036.6235609082
1548,135859.33089370083
1549,124064.53152620692
1550,136384.22413805907
1551,109868.17519167652
1552,138738.62465835706
1553,140188.29610358612
1554,123587.17026444394
1555,152365.81279059377
1556,89714.16088336213
1557,103427.48705998504
1558,108465.82067822583
1559,75829.22480266108
1560,126908.45591359853
1561,117820.83527145363
1562,132310.82708702591
1563,118880.49408912133
1564,163303.44984637367
1565,146943.10366736088
1566,234230.7850671318
1567,77995.67122196947
1568,239108.9971893444
1569,131491.4636528802
1570,140644.54537135636
1571,112416.80890121081
1572,145758.11687495912
1573,229956.82369385625
1574,113542.63716895557
1575,209959.32769562778
1576,246318.30555124892
1577,182262.65673947692
1578,145595.85795230826
1579,139091.77937664083
1580,195666.73602534467
1581,152658.36651147652
1582,126978.0542006051
1583,303831.8602357793
1584,224875.5764295154
1585,136957.0046600603
1586,74049.06204109886
1587,108125.86131480636
1588,152627.67700537547
1589,89895.46162217045
1590,137496.1859205746
1591,90444.58316572232
1592,112872.12024236226
1593,131709.1934937421
1594,135742.22766592778
1595,103066.94686625942
1596,222684.6237010103
1597,195873.84441462456
1598,207484.91985531925
1599,169766.49599171118
1600,160297.2751955752
1601,66244.77295885992
1602,114175.86130220247
1603,79064.2049036276
1604,253838.56702584645
1605,239571.4009495501
1606,169269.72651524586
1607,191797.7639342043
1608,213823.2491441085
1609,177736.0839870214
1610,141665.78998181413
1611,131395.68489421357
1612,169868.22623192315
1613,168318.3990994656
1614,125000.66047528906
1615,95557.95913522148
1616,81557.76065743812
1617,98825.43795078385
1618,134459.34121896917
1619,143431.11349366384
1620,162963.9557228361
1621,127713.2826167845
1622,158495.9196547146
1623,264839.50763499923
1624,205437.48943226473
1625,123780.25846322473
1626,178434.60943026035
1627,198633.3296157049
1628,281352.2456529989
1629,173597.58659016283
1630,343858.18519774947
1631,210467.62989340385
1632,222971.34659961954
1633,182377.3052629577
1634,188764.01748139012
1635,175257.05723440656
1636,151951.88776118585
1637,186119.02512847132
1638,172339.70063013193
1639,186085.97224669313
1640,241767.5871349711
1641,182193.19650509776
1642,224660.63759063726
1643,209183.8894975291
1644,239131.66414952063
1645,217770.10437581252
1646,162053.39873036213
1647,162820.8592471631
1648,127877.00443821307
1649,140365.58480835648
1650,117169.36954044651
1651,121208.54978220092
1652,101007.34718312415
1653,105471.7285429493
1654,148315.42942884244
1655,139413.4898663018
1656,143918.28106614284
1657,149146.9439330828
1658,154415.5725383627
1659,131424.30038850952
1660,149606.9380849694
1661,419234.64361245127
1662,378415.2240890651
1663,366260.09236973285
1664,499835.67864034674
1665,290411.8498498644
1666,338974.89206480095
1667,359951.02321787656
1668,356998.81739006785
1669,300238.3571237229
1670,345313.89836339763
1671,267320.57574009453
1672,437926.23407567653
1673,284133.50506623386
1674,244945.87061386427
1675,198526.15197202336
1676,195696.44732422527
1677,219934.31433828478
1678,451016.31765416753
1679,377882.5705024383
1680,313959.17782211397
1681,234211.72340297152
1682,310990.8673713805
1683,188165.75334848018
1684,183698.8517958544
1685,177302.6563751084
1686,175372.48461307815
1687,177879.72227935633
1688,187375.49426901288
1689,200808.74005639536
1690,206240.23836998985
1691,195232.36492997242
1692,265383.68391758174
1693,174111.15795782502
1694,187885.12792487678
1695,170597.12881821065
1696,269139.37018477835
1697,178179.22852045286
1698,345703.6146150775
1699,321555.22409750975
1700,255155.78434911833
1701,257300.69959628582
1702,235846.1503611588
1703,233295.97069745508
1704,289950.8773795906
1705,248467.09057031327
1706,366487.2234618613
1707,203855.5829872708
1708,197424.79987882904
1709,263188.07622981124
1710,219787.92374418944
1711,278638.0831921886
1712,250576.8322697996
1713,266552.1485233816
1714,222587.05338686708
1715,206614.74566164735
1716,177269.23828973479
1717,180633.91453191574
1718,133455.99134468517
1719,195387.43143019886
1720,240382.78617056768
1721,156528.66103788555
1722,118377.77076080278
1723,151309.85311504317
1724,198027.16822664381
1725,240590.4777999096
1726,183023.85076081837
1727,148579.2329988371
1728,169589.8686140231
1729,165813.14185694966
1730,160439.37979318554
1731,112596.78039116108
1732,127546.38982858404
1733,114275.58120686289
1734,123659.05519561129
1735,127115.42513425784
1736,107048.65848326056
1737,323456.65862685523
1738,244387.54440741663
1739,251880.80056762433
1740,211453.1103002811
1741,194003.2610153395
1742,165932.437914755
1743,178650.69142170067
1744,326017.1173656505
1745,205046.20866441942
1746,191829.86359249914
1747,218364.1526659839
1748,227220.02324353883
1749,141828.30455183753
1750,126873.48882559905
1751,252056.14800098707
1752,117385.4029070619
1753,146167.71925344362
1754,206593.9823064832
1755,161479.9101795418
1756,124182.47865921594
1757,120674.09035242237
1758,144191.98574089722
1759,147304.59883487594
1760,164949.127014349
1761,145508.31729963134
1762,184321.0646530281
1763,173872.15574791702
1764,113189.65455686573
1765,169198.33869927537
1766,202030.05068008014
1767,224998.4448442482
1768,142949.89302166214
1769,171508.72779469998
1770,163585.0288410734
1771,115391.56867861016
1772,128913.02293267587
1773,124742.8092474433
1774,144143.83809666938
1775,146120.91686123578
1776,124889.25786920576
1777,108625.8784030169
1778,144252.53384211805
1779,120039.01223773188
1780,175065.69445262122
1781,120500.15497544012
1782,90999.64918298056
1783,146830.83644689395
1784,109927.7339582444
1785,113394.54875729201
1786,145135.2495687662
1787,166713.54052291854
1788,61384.19275250245
1789,99829.44439139974
1790,86510.07726128775
1791,212172.6348368362
1792,151549.26412753132
1793,129377.00874776242
1794,160946.71028487408
1795,135349.3672244286
1796,121615.25616986318
1797,122597.06685989338
1798,116149.68862655511
1799,109105.57665190725
1800,123065.93632961836
1801,125441.36821756141
1802,139454.03367410356
1803,148276.86235342437
1804,135813.11427743622
1805,138723.1156224627
1806,129371.24014170305
1807,137034.32417614706
1808,115946.99414281963
1809,116711.97995685395
1810,134169.52301987895
1811,84033.51221905883
1812,96774.2317503614
1813,120314.1937593095
1814,94799.32876890534
1815,54703.319142326385
1816,96621.30701359027
1817,100599.3698226901
1818,125230.16093895925
1819,125511.25665405116
1820,66858.40945466608
1821,115947.86578213892
1822,154379.04072625597
1823,51738.78493203522
1824,122628.29499095908
1825,138772.20408632953
1826,111233.97128793564
1827,102801.44202440849
1828,136967.59794516835
1829,121622.26227324142
1830,140772.26262264416
1831,134571.16800457938
1832,83579.68062236528
1833,130632.50929079924
1834,122794.68486298864
1835,119940.1527775403
1836,124896.91101501074
1837,84905.90473901838
1838,123173.11298318251
1839,112254.06784175964
1840,137833.23390186127
1841,128882.25084553398
1842,94622.45971549873
1843,126567.46716300292
1844,138243.60786499712
1845,141604.27437947036
1846,157116.15400904306
1847,161748.77811971554
1848,53747.773781332595
1849,106017.77084723728
1850,115484.8632221712
1851,136452.20408206095
1852,121669.93734636673
1853,125792.00087697674
1854,158117.08704961787
1855,139784.54354023933
1856,229494.30068040016
1857,126686.57421860858
1858,138647.42831265597
1859,114047.87115268024
1860,145822.1494223953
1861,114661.0854118882
1862,343650.3518903291
1863,328132.6375667433
1864,328150.96879479854
1865,327165.5108007182
1866,319979.512426902
1867,226908.19038450593
1868,292106.77338616375
1869,214711.5952303323
1870,225633.44659055475
1871,255891.43796524077
1872,173407.76891976112
1873,239079.0588736094
1874,158427.75065954807
1875,192748.0174965337
1876,197692.90425715444
1877,214179.9836170567
1878,204827.52510231847
1879,131814.8215300514
1880,127676.62586697604
1881,258519.49327382687
1882,233425.04315704308
1883,181650.99131444254
1884,199676.86881741096
1885,230999.08287087953
1886,280076.858864221
1887,220322.69451098354
1888,287135.453025674
1889,165979.50635169807
1890,112783.40267893608
1891,126141.76397904262
1892,99569.44987448136
1893,132129.75346703094
1894,128886.28913611581
1895,124931.96279144581
1896,131305.5235210398
1897,120101.24448590477
1898,116554.79145764545
1899,163057.37554174702
1900,159759.31514276002
1901,162728.33557950432
1902,155879.59203790512
1903,229629.563034411
1904,138536.78851340158
1905,187145.75664801206
1906,153059.93526812177
1907,184278.56496099313
1908,115471.91952241471
1909,141646.22449164142
1910,125553.58369540406
1911,205136.24006446646
1912,305870.89106300945
1913,130680.54602251614
1914,70952.9289576962
1915,276274.9456830432
1916,55972.54445748315
